Date,Title,Tickers,Sentiment,Global Sentiment,Pct_Change
2011-03-16,U.S. Nuclear Regulatory Commission Reports High Levels of Radiation Released in Japan,"[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.019494949042855536}
2011-03-16,S&P 500 Tumbles Amid Concerns Over Global Economic Recovery,"[""['SPY']""]",{'SPY': -1},-1,{'SPY': -0.018512825020769896}
2011-03-16,IBM Shares Drop After Sanford C. Bernstein & Co. Downgrade,"[""['IBM']""]",{'IBM': -1},-1,{'IBM': -0.03785674167946773}
2011-03-16,"U.S. Housing Starts Fall 22.5% in February, Biggest Decrease Since March 1984","[""['^GSPC']""]",{'^GSPC': -1},-1,{'^GSPC': -0.019494949042855536}
2011-03-16,U.S. Companies at Risk from Lost Sales in Japan,"[""['^GSPC', '^N225']""]","{'^GSPC': -1, '^N225': 1}",0,"{'^GSPC': -0.019494949042855536, '^N225': 0.05677638550858788}"
2011-03-16,IAEA Chief Yukiya Amano to Discuss Crisis with Tokyo Authorities,"[""['EWJ']""]",{'EWJ': -1},-1,{'EWJ': -0.03688928008066872}
2011-03-16, Nikkei 225 Rebounds 5.7% After Worst Two-Day Drop Since 1987,"[""['^N225']""]",{'^N225': 1},1,{'^N225': 0.05677638550858788}
2011-03-16, Stoxx Europe 600 Index Slides as Banks and Auto Companies Decline,"[""['^STOXX']""]",{'^STOXX': -1},-1,{'^STOXX': -0.015545263347028326}
2011-03-16, MSCI Emerging Markets Index Rises as Valuations Lure Investors,"[""['EEM']""]",{'EEM': -1},-1,{'EEM': -0.020425891044682398}
2011-03-16, Oil Prices Climb Amid Escalating Violence in Bahrain,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.00823217790950359}
2011-03-16, Egypt's Bond Ratings Cut One Level at Moody's Investors Service,"[""['EGPT']""]",{'EGPT': -1},-1,{'EGPT': -0.029050294286032008}
2011-03-16, Russia and Poland Miss Targets at Government Bond Auctions.,"[""['ERUS', 'EPOL']""]","{'ERUS': -1, 'EPOL': -1}",-1,"{'ERUS': -0.010570721471116928, 'EPOL': -0.03173640730452809}"
2011-03-17,"S&P 500 Rallies Most in Year Amid Earnings, ECB Bets; Oil Gains","[""['SPY', 'IEV']""]","{'SPY': 1, 'IEV': 1}",1,"{'SPY': 0.013235061494782485, 'IEV': 0.03507408845096838}"
2011-03-17,Speculation Grows Over European Central Bank Bond Purchases,"[""['^STOXX50E']""]",{'^STOXX50E': 1},1,{'^STOXX50E': 0.023856742554120958}
2011-03-17,"Apple Inc. Gains 2.7 Percent, Boosting Nasdaq 100 Index","[""['AAPL', '^IXIC']""]","{'AAPL': 1, '^IXIC': 1}",1,"{'AAPL': 0.014029857178654792, '^IXIC': 0.007348606310867423}"
2011-03-17,"Gold Climbs to a Five-Week High, Leading Commodity Gains","[""['GLD']""]",{'GLD': 1},1,{'GLD': 0.005358159851040822}
2011-03-17,S&P 500's Four-Day Gain Biggest Since January 2013,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.013398228752857344}
2011-03-17,European Shares Rally 2.1 Percent on ECB Bond Purchase Speculation,"[""['^STOXX50E']""]",{'^STOXX50E': 1},1,{'^STOXX50E': 0.023856742554120958}
2011-03-17,U.S. Home Sales Rise to Highest Level in a Year,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.013398228752857344}
2011-03-17,ECB Enters $3.3 Trillion Covered Bond Market to Bolster Financing Access,"[""['EWG']""]",{'EWG': 1},1,{'EWG': 0.03793109644775994}
2011-03-17, Coca-Cola Co. Sinks 6 Percent After Missing 2014 Profit-Growth Target,"[""['KO']""]",{'KO': 1},1,{'KO': 0.01103864925968323}
2011-03-17, S&P 500 Extends Rally After St. Louis Fed President Suggests Delaying End of Bond Purchases,"[""['^GSPC', '^STL']""]",{'^GSPC': 1},1,{'^GSPC': 0.013398228752857344}
2011-03-17, U.S. Existing Home Sales in September Indicate Positive Impact on Economy,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.013398228752857344}
2011-03-17, European Stocks Surge After Four Weeks of Declines,"[""['VGK']""]",{'VGK': 1},1,{'VGK': 0.03664182880282851}
2011-03-17, Euro Declines Against Dollar as ECB Buys Covered Bonds,"[""['EZU', 'UUP']""]","{'EZU': 1, 'UUP': -1}",0,"{'EZU': 0.03471852765550909, 'UUP': -0.008632391612193868}"
2011-03-17, Copper Prices Jump Most in Five Weeks After China Data Release,"[""['HG=F']""]",{'HG=F': 1},1,{'HG=F': 0.03558638047324969}
2011-03-17, Gold Futures Rise to Highest Level Since September 10,"[""['GLD']""]",{'GLD': 1},1,{'GLD': 0.005358159851040822}
2011-03-17," West Texas Intermediate Crude Rises in New York, Brent Futures Gain in London.","[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.035109151808048855}
2011-03-18,Stocks Rally as Federal Reserve Allows Banks to Boost Dividends,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.004310201897316901}
2011-03-18,Yen Falls as Central Banks Intervene to Aid Japan's Recovery,"[""['^N225']""]",{'^N225': 1},1,{'^N225': 0.02723296520485241}
2011-03-18,MSCI World Index Records Best Two-Day Rally of the Year,"[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.011726279511564242}
2011-03-18,S&P 500 Trims Weekly Loss to 1.9% Following Fed Announcement,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.008949760345246416}
2011-03-18,JPMorgan Chase & Co. and Wells Fargo & Co. Rally Following Dividend Increase,"[""['JPM', 'WFC']""]","{'JPM': 1, 'WFC': 1}",1,"{'JPM': 0.026481256064707637, 'WFC': 0.014986948595689498}"
2011-03-18,Goldman Sachs Group Inc. Wins Approval for Dividend Increase and Buyback,"[""['GS']""]",{'GS': 1},1,{'GS': 0.027030273360401535}
2011-03-18,Cisco Systems Inc. Announces Plans to Start Paying Quarterly Dividend,"[""['CSCO']""]",{'CSCO': 1},1,{'CSCO': 0.008235212488947541}
2011-03-18,Swiss Franc Weakens Against All Major Peers Except Yen,"[""['EWL']""]",{'EWL': 0},0,{'EWL': 0.001636019698708191}
2011-03-18,Corn and Wheat Futures Record Biggest Two-Day Rallies Since October,"[""['CORN', 'WEAT']""]",{'CORN': 1},1,{'CORN': 0.03587335053502039}
2011-03-18, Crude Slips 0.4% to $101.07 a Barrel Amid Libya Cease-Fire,"[""['CL=F']""]",{'CL=F': 0},0,{'CL=F': -0.003450980875961629}
2011-03-18, Japan's Nikkei 225 Stock Average Closes Up 2.7%,"[""['^N225']""]",{'^N225': 1},1,{'^N225': 0.02723296520485241}
2011-03-18, Pound Declines 0.5% Against Euro as UK Consumer Confidence Hits Record Low,"[""['EWU']""]",{'EWU': 1},1,{'EWU': 0.012768318665197453}
2011-03-18, Japan's Currency Slides 3.4% Versus Euro Following Intervention,"[""['EWJ']""]",{'EWJ': 1},1,{'EWJ': 0.02673270836115238}
2011-03-18, Engineers Work to Restore Power to Japan's Damaged Fukushima Dai-Ichi Power Plant,"[""['EWJ']""]",{'EWJ': 1},1,{'EWJ': 0.02673270836115238}
2011-03-18, UN Decision on Libya Renews Concern Over Potential Oil Supply Disruption,"[""['EFA']""]",{'EFA': 1},1,{'EFA': 0.013827859553139588}
2011-03-18, Largest U.S. Banks Increase Common Equity by More Than $300 Billion,"[""['XLF']""]",{'XLF': 1},1,{'XLF': 0.017969085243737082}
2011-03-18, Ten-Year Treasury Yields Increase 1 Basis Point to 3.27 Percent,"[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.008928585191959604}
2011-03-18, Berkshire Hathaway Inc. Class B Shares Climb 0.9 Percent.,"[""['BRK-B']""]",{'BRK-B': 1},1,{'BRK-B': 0.009065634830983438}
2011-03-21,Stocks Climb as Japan's Nuclear Risk Eases,"[""['EWJ']""]",{'EWJ': 1},1,{'EWJ': 0.028929786363719234}
2011-03-21,Yen Weakens Amid Progress in Cooling Japan's Nuclear Reactors,"[""['EWJ']""]",{'EWJ': 1},1,{'EWJ': 0.028929786363719234}
2011-03-21,Oil Prices Jump Following Military Strikes in Libya,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.012466628475660269}
2011-03-21,Deutsche Telekom AG Sells T-Mobile USA to AT&T Inc. for $39 Billion,"[""['DTEGY', 'TMUS', 'T']""]","{'DTEGY': 1, 'TMUS': 1, 'T': 1}",1,"{'DTEGY': 0.11413823406601997, 'TMUS': 0.04755530938084074, 'T': 0.011453353796339494}"
2011-03-21,S&P 500 Recoups Most of Last Week's Losses,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.015498266330412402}
2011-03-21,Companies in Nuclear-Power Industry Rally After Last Week's Decline,"[""['NLR']""]",{'NLR': 1},1,{'NLR': 0.03989478313564998}
2011-03-21,U.S. Housing Market Struggles to Recover Amid Drop in Home Sales,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.014985846366661448}
2011-03-21,Warren Buffett Eyes South Korea for Potential Acquisitions,"[""['EWY']""]",{'EWY': 1},1,{'EWY': 0.01848699827393463}
2011-03-21,U.S. Treasury Department Plans to Sell $10 Billion in Holdings Per Month,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.014985846366661448}
2011-03-21, AT&T's Debt Ratings Under Review for Possible Downgrade,"[""['T']""]",{'T': 1},1,{'T': 0.011453353796339494}
2011-03-21, Deutsche Telekom Records Biggest Advance on Record,"[""['DTE.DE']""]",{'DTE.DE': 1},1,{'DTE.DE': 0.11261744768641324}
2011-03-21, Crude Oil Prices Rise as Libya's Output Falls,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.012466628475660269}
2011-03-21, Silver and Gold Futures Gain Amid Rising Commodity Prices,"[""['SI=F', 'GC=F']""]","{'SI=F': 1, 'GC=F': 1}",1,"{'SI=F': 0.026868154340512707, 'GC=F': 0.00727447318328478}"
2011-03-21, Swiss Franc Depreciates as Investors Seek Other Currencies,"[""['EWL']""]",{'EWL': 1},1,{'EWL': 0.020824609513114156}
2011-03-21, U.S. Government Debt Falls Amid Diminishing Concerns Over Japan's Nuclear Crisis.,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.015498266330412402}
2011-03-22,"Irish, Portuguese Bonds Sink on Debt Concern; Stocks Retreat","[""['EIRL', 'PGAL']""]",{'EIRL': -1},-1,{'EIRL': -0.012915204881843945}
2011-03-22,Euro Weakens Amid Struggles to Fix Government-Finance Crisis,"[""['EZU']""]",{'EZU': 0},0,{'EZU': -0.006573535092509908}
2011-03-22,Oil Rallies as Unrest Spreads in Middle East and Northern Africa,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.016319731643340107}
2011-03-22,"EU Finance Chiefs Settle on Permanent Rescue Fund, Remain Divided on Current Stopgap Fund","[""['EFA']""]",{'EFA': 0},0,{'EFA': -0.002864561795803633}
2011-03-22,Irish Government Debt Insurance Surges to Highest Since January,"[""['EIRL']""]",{'EIRL': -1},-1,{'EIRL': -0.012915204881843945}
2011-03-22, S&P 500 Retreats After Rallying Amid Easing Concerns Over Japan's Earthquake Impact,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.0034689326399830467}
2011-03-22, Walgreen Co. and Carnival Corp. Stocks Drop After Profit Margins Miss Estimates,"[""['WBA', 'CCL']""]","{'WBA': -1, 'CCL': -1}",-1,"{'WBA': -0.06576159662342063, 'CCL': -0.04511136956865203}"
2011-03-22," UK Inflation Accelerates, Increasing Pressure to Raise Interest Rates","[""['ACWI', 'EWU']""]","{'ACWI': 0, 'EWU': 0}",0,"{'ACWI': 0.0012656544793536728, 'EWU': -0.0016892447901845076}"
2011-03-22, Japan's Nikkei 225 Stock Average Rebounds After Earthquake,"[""['^N225']""]",{'^N225': 1},1,{'^N225': 0.043616945447633615}
2011-03-22, Intensity of Military Campaign in Libya Expected to Ease After Imposition of No-Fly Zone,"[""['AFK']""]",{'AFK': 1},1,{'AFK': 0.013186953043015981}
2011-03-22, Yemen's President Warns of Potential Civil War Amid Uprising,"[""['GULF']""]",{'GULF': 1},1,{'GULF': 0.007754933720841128}
2011-03-22," Cotton, Cocoa, and Natural Gas Prices Rise Amid Global Unrest.","[""['BAL', 'NIB', 'UNG']""]","{'NIB': 1, 'UNG': 1}",1,"{'NIB': 0.023214663888732723, 'UNG': 0.022502250920390265}"
2011-03-23,U.S. Stocks Rise as Metal Prices Lift Commodity Shares,"[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0028619071697997267}
2011-03-23,Oil Gains as Allied Forces Strike Libyan Troops,"[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.016826923076923128}
2011-03-23,Bonds of Europe's Most Indebted Nations Sink Amid Portugal Bailout Concerns,"[""['VGK']""]",{'VGK': 0},0,{'VGK': 0.0013734103797904407}
2011-03-23,Copper Rallies Amid Growth in Orders,"[""['HG=F']""]",{'HG=F': 1},1,{'HG=F': 0.02672238095248658}
2011-03-23,Euro Weakens as Treasuries Turn Lower,"[""['EZU', 'BND']""]","{'EZU': 0, 'BND': 0}",0,"{'EZU': -0.001323553971027347, 'BND': -0.00037304189892828354}"
2011-03-23,Freeport-McMoRan Copper & Gold Inc. Leads Raw-Material Producers' Advance,"[""['FCX']""]",{'FCX': 1},1,{'FCX': 0.04973218221737774}
2011-03-23,"Portuguese, Irish, and Greek Bonds Slide Amid Austerity Measures Debate","[""['PGAL', 'EIRL', 'GREK']""]",{'EIRL': 0},0,{'EIRL': 0.0}
2011-03-23,Jabil Circuit Inc. Profit Forecast Tops Estimates,"[""['JBL']""]",{'JBL': 1},1,{'JBL': 0.10882189134966325}
2011-03-23, Adobe Systems Inc. Forecasts Below-Estimate Earnings Due to Reduced Sales in Japan,"[""['ADBE']""]",{'ADBE': -1},-1,{'ADBE': -0.03649637238312409}
2011-03-23, Wells Fargo & Co. Attributes Slide in Home Sales to Bad Weather,"[""['WFC']""]",{'WFC': 0},0,{'WFC': -0.0019043727518681663}
2011-03-23, Federal Reserve Buys Less Debt Than Average in Quantitative-Easing Purchase,"[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0028619071697997267}
2011-03-23, Default Protection Costs for U.S. Banks Rise Amid Europe's Debt Crisis,"[""['XLF']""]",{'XLF': 0},0,{'XLF': -0.002459797864023061}
2011-03-23, Euro Weakens Against Major Counterparts,"[""['VGK']""]",{'VGK': 0},0,{'VGK': 0.0013734103797904407}
2011-03-23, European Stocks Rise as Mining Companies Climb with Metal Prices,"[""['VGK']""]",{'VGK': 0},0,{'VGK': 0.0013734103797904407}
2011-03-23, Nestle SA Rises in Zurich Trading Amid Unsafe Tap Water Concerns in Tokyo,"[""['NSRGF']""]",{'NSRGF': 1},1,{'NSRGF': 0.02059078059084829}
2011-03-23, Japan's Government Estimates Earthquake and Tsunami Damage at $309 Billion,"[""['EWJ']""]",{'EWJ': 0},0,{'EWJ': -0.005644057922390644}
2011-03-23, Egypt's EGX 30 Index Falls as Trading Resumes After Uprising,"[""['EGPT']""]",{'EGPT': -1},-1,{'EGPT': -0.08108092749777895}
2011-03-23, S&P GSCI Commodity Index Rises for a Sixth Day,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.00291397966743423}
2011-03-23, Aluminum Advances on Speculation of Reconstruction Spending in Japan.,"[""['AA']""]",{'AA': 1},1,{'AA': 0.030395250825396625}
2011-03-24,Global Stocks Gain for Sixth Consecutive Day Amid Improving Earnings,"[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.010947424837940867}
2011-03-24,"Portugal Bonds Fall, Euro Strengthens Against Dollar","[""['PGAL', 'FXE']""]",{'FXE': 1},1,{'FXE': 0.00477005412796494}
2011-03-24,Technology Shares Lead Gains in U.S. Equities,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.00956331761778273}
2011-03-24,"U.S. Jobless Claims Decrease, Benefits Drop to Lowest Level in Three Years","[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.00956331761778273}
2011-03-24,U.S. Stock Options Experience Biggest Six-Day Drop Since November 2008,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.009340748456551973}
2011-03-24,U.K. Retail Sales Fall More Than Economists Forecast in February,"[""['EWU']""]",{'EWU': 1},1,{'EWU': 0.009008629936213097}
2011-03-24,"Commodities Rise, Led by Cotton, Corn, Sugar, and Wheat","[""['ACWI']""]",{'ACWI': 1},1,{'ACWI': 0.010947424837940867}
2011-03-24," Egyptian Shares Erase Earlier Losses, EGX 100 Index Gains 0.9 Percent","[""['EGPT']""]",{'EGPT': 1},1,{'EGPT': 0.036601243045325305}
2011-03-24, Oil Fluctuates Near $105 a Barrel Amid Continued Strikes in Libya,"[""['CL=F']""]",{'CL=F': 0},0,{'CL=F': -0.0014184541454269617}
2011-03-24," Spain's 10-Year Yield Unchanged, Italy's Falls One Basis Point","[""['EWP', 'EWI']""]","{'EWP': 1, 'EWI': 1}",1,"{'EWP': 0.0182291807286048, 'EWI': 0.020108827738636315}"
2011-03-24, New Zealand's Dollar Jumps More Than 1.2 Percent Against U.S. Currency and Yen,"[""['ENZL']""]",{'ENZL': 1},1,{'ENZL': 0.017199002762750437}
2011-03-24," MSCI Emerging Markets Index Gains 1 Percent, Fifth Advance","[""['EEM']""]",{'EEM': 1},1,{'EEM': 0.011526151520574679}
2011-03-24," U.S. Treasuries Fall, 10-Year Yield Rises Five Basis Points","[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.016726401866330454}
2011-03-24, Nine Stocks Gain for Every One That Falls in Stoxx Europe 600 Index,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.009340748456551973}
2011-03-24," Natural Gas, Cocoa, and Coffee Experience Biggest Losses in Commodities","[""['UNG', 'NIB', 'JO']""]","{'UNG': -1, 'NIB': 0}",-1,"{'UNG': -0.020743282406958663, 'NIB': -0.0024416724291854708}"
2011-03-25,"U.S. Stocks Gain on Earnings; Portugal Bonds Fall, Aussie Rises","[""['SPY', 'PGAL']""]",{'SPY': 0},0,{'SPY': 0.0030560770465561937}
2011-03-25,Oracle Corp.'s Profit Forecast Tops Analysts Estimates,"[""['ORCL']""]",{'ORCL': 1},1,{'ORCL': 0.015556895080594213}
2011-03-25,"Economic Growth Revised Higher, Boosting U.S. Stocks","[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0030560770465561937}
2011-03-25,Australia's Currency Touches Record Versus Dollar as Commodities Rise,"[""['EWA']""]",{'EWA': 0},0,{'EWA': 0.00428687676993289}
2011-03-25,S&P 500 Rebounds 4.5 Percent from 2011 Low,"[""['^GSPC']""]",{'^GSPC': 0},0,{'^GSPC': 0.003161136890789118}
2011-03-25,Global Economy Unhurt by Japan's Worst Earthquake and Middle East Uprisings,"[""['EWJ']""]",{'EWJ': -1},-1,{'EWJ': -0.024551590326616468}
2011-03-25,U.S. Stock Options Witness Biggest Seven-Day Drop Since 2008,"[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0030560770465561937}
2011-03-25,Company Fundamentals Lead Investors to Bid Market Higher,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.00520606999421247}
2011-03-25," Economy Grows 3.1 Percent in Fourth Quarter, According to Commerce Department","[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.00520606999421247}
2011-03-25, Consumer Sentiment Decreases to 67.5 from 77.5 in February,"[""['ACWI']""]",{'ACWI': 0},0,{'ACWI': -0.00520606999421247}
2011-03-25, Oracle Rallies 1.6 Percent Amid Boom in Demand,"[""['ORCL']""]",{'ORCL': 1},1,{'ORCL': 0.015556895080594213}
2011-03-25, Cost to Protect U.S. Corporate Bonds from Default Remains Unchanged,"[""['SPY']""]",{'SPY': 0},0,{'SPY': 0.0030560770465561937}
2011-03-25, Australia's Dollar Rallies Against 14 of 16 Major Peers,"[""['EWA']""]",{'EWA': 0},0,{'EWA': 0.00428687676993289}
2011-03-25, New Zealand's Dollar Climbs 0.5 Percent Versus U.S. Currency,"[""['ENZL']""]",{'ENZL': 0},0,{'ENZL': -0.00345063002803081}
2011-03-25," Franc Depreciates 0.6 Percent Against Euro, 1.3 Percent Versus Dollar","[""['EWQ']""]",{'EWQ': -1},-1,{'EWQ': -0.008975247825597221}
2011-03-25," Oil Edges Lower in New York, Fails to Breach Technical Resistance at 30-Month High.","[""['CL=F']""]",{'CL=F': 0},0,{'CL=F': -0.0018939105220839858}
2011-03-28,U.S. Stocks Erase Gains Amid Slow Trading and Japan's Nuclear Crisis,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.002437213748364142}
2011-03-28,Two-Year Treasury Yields Increase for Sixth Day,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': 0.0011614252308191908}
2011-03-28,Crude Oil Prices Fall 1.4 Percent,"[""['CL=F']""]",{'CL=F': -1},-1,{'CL=F': -0.013472468201024212}
2011-03-28,Marriott and EBay Stocks Decline More Than 4.2 Percent,"[""['MAR', 'EBAY']""]","{'MAR': -1, 'EBAY': -1}",-1,"{'MAR': -0.06266579429042862, 'EBAY': -0.04290223726540021}"
2011-03-28,Radiation Levels at Japan's Fukushima Dai-Ichi Plant Impact U.S. Stock Market,"[""['EWJ']""]",{'EWJ': 0},0,{'EWJ': -0.0019358084902034722}
2011-03-28,Consumer Spending and Home Sales in U.S. Exceed Projections,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.002437213748364142}
2011-03-28,Marriott Reports Revenue Growth Hindered by Weak North American Demand,"[""['MAR']""]",{'MAR': -1},-1,{'MAR': -0.06266579429042862}
2011-03-28,EBay Announces $2.4 Billion Takeover of GSI Commerce Inc.,"[""['EBAY', 'GSI']""]",{'EBAY': -1},-1,{'EBAY': -0.04290223726540021}
2011-03-28," European Stocks Rise, Boosting Stoxx Europe 600 Index","[""['^STOXX']""]",{'^STOXX': 0},0,{'^STOXX': 0.0007970481467276525}
2011-03-28, Alcatel-Lucent and Nokia Stocks Climb After Goldman Sachs Rating Boost,"[""['ALU', 'NOK']""]",{'NOK': 1},1,{'NOK': 0.04670664461852758}
2011-03-28, Federal Reserve Bank of St. Louis President Suggests Economy May Be Ready for End to Stimulus,"[""['SPY']""]",{'SPY': 0},0,{'SPY': -0.002437213748364142}
2011-03-28, Yen Weakens Against Dollar and Euro,"[""['^N225', '^GSPC', '^STOXX']""]","{'^N225': 0, '^GSPC': 0, '^STOXX': 0}",0,"{'^N225': -0.006040145224826987, '^GSPC': -0.002747836267090409, '^STOXX': 0.0007970481467276525}"
2011-03-28, Bank of Israel Raises Benchmark Interest Rate as Inflation Accelerates,"[""['EIS']""]",{'EIS': 1},1,{'EIS': 0.015739974894114273}
2011-03-28, U.S. Stocks Outperform European and Asian Markets Since Dec. 31,"[""['SPY', 'VGK', 'AAXJ']""]","{'SPY': 0, 'VGK': 0, 'AAXJ': 0}",0,"{'SPY': -0.002437213748364142, 'VGK': 0.0, 'AAXJ': -0.0050144917805307054}"
2011-03-28, Two-Year Treasury Note Yield Reaches Highest Level Since March 4,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': 0.0011614252308191908}
2011-03-28, Shekel Strengthens Against Dollar After Bank of Israel Interest Rate Hike.,"[""['EIS']""]",{'EIS': 1},1,{'EIS': 0.015739974894114273}
2011-03-29,"U.S. Stocks Rise, S&P 500 Index Hits Three-Week High","[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.007060045042073693}
2011-03-29,Yen Falls to Weakest Level Since May Amid Speculation of Curtailment of Stimulus Measures,"[""['^N225']""]",{'^N225': 0},0,{'^N225': -0.0020520265010923744}
2011-03-29,"Crude Oil Prices Increase, Breaking Three-Day Losing Streak","[""['CL=F']""]",{'CL=F': 1},1,{'CL=F': 0.00778993587654786}
2011-03-29,Home Depot Inc. Rallies After Selling $2 Billion in Debt for Stock Buybacks,"[""['HD']""]",{'HD': 1},1,{'HD': 0.02864961889117268}
2011-03-29,Schlumberger Ltd. Leads Energy Stocks Higher as Oil Prices Rise,"[""['SLB']""]",{'SLB': 1},1,{'SLB': 0.04345917159803325}
2011-03-29,"S&P 500 Closes at 32-Month High Before Falling to 1,256.88 on March 16","[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.007060045042073693}
2011-03-29,Yen Weakens Against All Major Counterparts as U.S. Federal Reserve May Curtail Debt Buying,"[""['EWJ']""]",{'EWJ': 0},0,{'EWJ': -0.001939999877705878}
2011-03-29, Energy Stocks in S&P 500 Advance as Oil Rallies,"[""['XLE', 'SPY']""]","{'XLE': 1, 'SPY': 1}",1,"{'XLE': 0.012229292737580222, 'SPY': 0.006718534663206821}"
2011-03-29, Brazil Imposes Tax to Stem Gains as Real Becomes Second-Best Performer,"[""['EWZ']""]",{'EWZ': 1},1,{'EWZ': 0.010612324805050033}
2011-03-29," Home Depot Inc. and Schlumberger Ltd. Advance, Boosting S&P 500","[""['HD', 'SLB']""]","{'HD': 1, 'SLB': 1}",1,"{'HD': 0.02864961889117268, 'SLB': 0.04345917159803325}"
2011-03-29, Yields on Five-Year Treasury Notes Climb in Longest Losing Streak Since Lehman Brothers Bankruptcy,"[""['^TNX']""]",{'^TNX': 1},1,{'^TNX': 0.012470992866803643}
2011-03-29, New Zealand's Dollar Becomes Top Currency Against Yen After Posting First Trade Surplus in Eight Months.,"[""['ENZL']""]",{'ENZL': 1},1,{'ENZL': 0.016511764171052823}
2011-03-30,"Stocks Rise on Job Growth; Treasuries Advance, Oil Retreats","[""['SPY', 'TLT']""]","{'SPY': 1, 'TLT': 1}",1,"{'SPY': 0.0069012554336957965, 'TLT': 0.00797013397099322}"
2011-03-30,S&P 500 Extends Biggest First-Quarter Rally Since 1998,"[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.0069012554336957965}
2011-03-30,Russell 2000 Index Climbs to Highest Level Since October 2007,"[""['IWM']""]",{'IWM': 1},1,{'IWM': 0.01292149811853438}
2011-03-30,Seven-Year Treasury Yields Fall 5 Basis Points to 2.85 Percent,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': -0.010312235462766606}
2011-03-30,Oil Slips 0.5 Percent to $104.27 a Barrel,"[""['CL=F']""]",{'CL=F': 0},0,{'CL=F': -0.004962346291800479}
2011-03-30,"U.S. Companies Add 201,000 Jobs in March","[""['SPY']""]",{'SPY': 1},1,{'SPY': 0.0069012554336957965}
2011-03-30,Hitachi Ltd.'s Main Plant to Resume Full Operation Next Month,"[""['HTHIY']""]",{'HTHIY': 1},1,{'HTHIY': 0.07640748775419759}
2011-03-30,Agricultural Bank of China Ltd. and Cheung Kong (Holdings) Ltd. Report Earnings That Beat Analyst Estimates,"[""['1288.HK', '1111.HK']""]",{'1288.HK': 1},1,{'1288.HK': 0.026634218771173446}
2011-03-30,AT&T Inc. Rallies 2.2 Percent After CEO Advocates for T-Mobile USA Takeover,"[""['T']""]",{'T': 1},1,{'T': 0.021963759950149653}
2011-03-30, Visa Inc. and Discover Financial Services Climb Amid Speculation of U.S. Debit-Card Fee Curbs,"[""['V', 'DFS']""]","{'V': 1, 'DFS': 1}",1,"{'V': 0.028116719131359158, 'DFS': 0.020008173190149137}"
2011-03-30, Treasuries Advance as Highest Yields in Almost a Year Attract Buyers,"[""['^TNX']""]",{'^TNX': 0},0,{'^TNX': -0.010312235462766606}
2011-03-30, Natural Gas for May Delivery Rises 2.7 Percent on Forecasts of Below-Normal Temperatures,"[""['NG=F']""]",{'NG=F': 1},1,{'NG=F': 0.027122701453588638}
2011-03-30, Live Cattle Futures Climb to Record $1.198 a Pound on Bets of Increased Meat Demand from Japan,"[""['^GSPC']""]",{'^GSPC': 1},1,{'^GSPC': 0.006684706201916635}
